5786,COPB1,chr11p15.2,ENSG00000129083,600959
5787,CST3,chr20p11.21,ENSG00000101439,105150
5788,TMEM109,chr11q12.2,ENSG00000110108,REPLACE_NULL
5789,IVNS1ABP,chr1q25.1-q31.1,ENSG00000116679,609209
5790,OAZ2,chr15q22.31,ENSG00000180304,604152
5791,ANXA7,chr10q21.1-q21.2,ENSG00000138279,186360
5792,ZFP36L2,chr2p22.3-p21,ENSG00000152518,REPLACE_NULL
5793,CUL3,chr2q36.2,ENSG00000036257,603136
5794,PPP2CB,chr8p12,ENSG00000104695,176916
5795,HNRPF,chr10q11.21-q11.22,ENSG00000169813,601037
5796,UBAP2L,chr1q21.3,ENSG00000143569,REPLACE_NULL
5797,TPD52L2,chr20q13.2-q13.3,ENSG00000101150,603747
5798,CACYBP,chr1q24-q25,ENSG00000116161,606186
5799,DHX15,chr4p15.3,ENSG00000109606,603403
5800,PSMD3,chr17q12-q21.1,ENSG00000108344,REPLACE_NULL
5801,ITGA5,chr12q11-q13,ENSG00000161638,135620
5802,CSNK2B,chr6p21-p12,ENSG00000206300,115441
5803,TRAP1,chr16p13.3,ENSG00000126602,606219
5804,RBM5,chr3p21.3,ENSG00000003756,606884
5805,SGTA,chr19p13,ENSG00000104969,603419
5806,PHGDH,chr1p12,ENSG00000092621,601815
5807,TRAM1,chr8q13.3,ENSG00000067167,605190
5808,PSMB3,chr17q12,ENSG00000108294,602176
5809,ADRBK1,chr11q13,ENSG00000173020,109635
5810,MGST3,chr1q23,ENSG00000143198,604564
5811,COPS6,chr7q22.1,ENSG00000168090,REPLACE_NULL
5812,RPL36A,chrXq22.1,ENSG00000102391,REPLACE_NULL
5813,PPP1CB,chr2p23,ENSG00000163806,600590
5814,PLEKHB2,chr2q21.1,REPLACE_NULL,REPLACE_NULL
5815,LRP10,chr14q11.2,ENSG00000197324,609921
5816,GSS,chr20q11.2,ENSG00000100983,231900
5817,WDR77,chr1p13.2,ENSG00000116455,REPLACE_NULL
5818,IFI30,chr19p13.1,REPLACE_NULL,604664
5819,CUL4A,chr13q34,ENSG00000139842,603137
5820,ALDH2,chr12q24.2,ENSG00000111275,100650
5821,SEPP1,chr5q31,ENSG00000211446,601484
5822,CLDN4,chr7q11.23,ENSG00000189143,602909
5823,PLK1,chr16p12.1,ENSG00000197756,602098
5824,DPYSL3,chr5q32,ENSG00000113657,601168
5825,CAT,chr11p13,ENSG00000121691,115500
5826,PTDSS1,chr8q22,ENSG00000156471,REPLACE_NULL
5827,TTC1,chr5q32-q33.2,ENSG00000113312,601963
5828,EIF4E,chr4q21-q25,ENSG00000151247,133440
5829,COL6A3,chr2q37,ENSG00000163359,120250
5830,DDX23,chr12q13.12,ENSG00000174243,REPLACE_NULL
5831,COX6B1,chr19q13.1,ENSG00000126267,124089
5832,ATP6AP2,chrXp11.4,REPLACE_NULL,300423
5833,CNN3,chr1p22-p21,ENSG00000117519,602374
5834,NPEPPS,chr17q21,ENSG00000141279,606793
5835,BUB3,chr10q26,ENSG00000154473,603719
5836,MAPKAPK2,chr1q32,ENSG00000162889,602006
5837,SCRN1,chr7p14.3-p14.1,ENSG00000136193,REPLACE_NULL
5838,TALDO1,chr11p15.5-p15.4,ENSG00000177156,602063
5839,JUN,chr1p32-p31,ENSG00000177606,165160
5840,NQO1,chr16q22.1,ENSG00000181019,125860
5841,SHC1,chr1q21,ENSG00000160691,600560
5842,SQSTM1,chr5q35,REPLACE_NULL,601530
5843,VBP1,chrXq28,ENSG00000155959,300133
5844,JUNB,chr19p13.2,ENSG00000171223,165161
5845,ITGA3,chr17q21.33,REPLACE_NULL,605025
5846,MARS,chr12q13.2,ENSG00000166986,156560
5847,RRM1,chr11p15.5,ENSG00000167325,180410
5848,DKC1,chrXq28,ENSG00000130826,300126
5849,SUPT5H,chr19q13,ENSG00000196235,602102
5850,PYGB,chr20p11.2-p11.1,ENSG00000100994,138550
5851,QSCN6,chr1q24,ENSG00000116260,603120
5852,SUPT4H1,chr17q21-q23,ENSG00000108375,603555
5853,RCN2,chr15q23,ENSG00000117906,602584
5854,CTSC,chr11q14.1-q14.3,ENSG00000109861,170650
5855,PPIF,chr10q22-q23,ENSG00000108179,604486
5856,AHSA1,chr14q23.3-31,ENSG00000100591,608466
5857,PUM2,chr2p22-p21,ENSG00000055917,607205
5858,PRCP,chr11q14,ENSG00000137509,176785
5859,USP7,chr16p13.3,REPLACE_NULL,602519
5860,GRSF1,chr4q13,ENSG00000132463,604851
5861,NFKBIA,chr14q13,ENSG00000100906,164008
5862,TSN,chr2q21.1,REPLACE_NULL,600575
5863,LAMB1,chr7q22,ENSG00000091136,150240
5864,TGFBI,chr5q31,REPLACE_NULL,121900
5865,PFDN1,chr5q31,REPLACE_NULL,604897
5866,IGFBP4,chr17q12-q21.1,ENSG00000141753,146733
5867,IDH3B,chr20p13,ENSG00000101365,604526
5868,ELF3,chr1q32.2,ENSG00000163435,602191
5869,AAMP,chr2q35,ENSG00000127837,603488
5870,TOMM70A,chr3q12.2,ENSG00000154174,606081
5871,SRM,chr1p36-p22,ENSG00000116649,182891
5872,NCBP2,chr3q29,REPLACE_NULL,605133
5873,CBX1,chr17q,ENSG00000108468,604511
5874,UBE2N,chr12q22,ENSG00000177889,603679
5875,APOD,chr3q26.2-qter,ENSG00000189058,107740
5876,ARF5,chr7q31.3,ENSG00000004059,103188
5877,ATP6V1F,chr7q32,ENSG00000128524,607160
5878,RPA1,chr17p13.3,ENSG00000132383,179835
5879,EIF4A1,chr17p13,ENSG00000161960,602641
5880,ZFP36,chr19q13.1,ENSG00000128016,190700
5881,PSMA3,chr14q23,ENSG00000100567,176843
5882,UBL3,chr13q12-q13,ENSG00000122042,604711
5883,DUSP3,chr17q21,ENSG00000108861,600183
5884,FHL1,chrXq26,ENSG00000022267,300163
5885,ZNHIT1,chr7q22.1,ENSG00000106400,REPLACE_NULL
5886,SAR1A,chr10q22.1,ENSG00000079332,607691
5887,PABPN1,chr14q11.2-q13,ENSG00000100836,164300
5888,TRIP12,chr2q36.3,ENSG00000153827,604506
5889,JARID1B,chr1q32.1,ENSG00000117139,605393
5890,ACTG1,chr17q25,ENSG00000184009,102560
5891,LAMP1,chr13q34,ENSG00000185896,153330
5892,GYG1,chr3q24-q25.1,ENSG00000163754,603942
5893,MCM3,chr6p12,ENSG00000112118,602693
5894,VAMP2,chr17p13.1,ENSG00000179036,185881
5895,RAE1,chr20q13.31,ENSG00000101146,603343
5896,CLIC4,chr1p36.11,ENSG00000169504,606536
5897,CLSTN1,chr1p36.22,ENSG00000171603,REPLACE_NULL
5898,SORD,chr15q15.3,ENSG00000140263,182500
5899,FSCN1,chr7p22,ENSG00000075618,602689
5900,ID2,chr2p25,ENSG00000115738,600386
5901,GOLGA4,chr3p22-p21.3,ENSG00000144674,602509
5902,UQCRQ,chr5q31.1,ENSG00000164405,REPLACE_NULL
5903,SAMM50,chr22q13.31,ENSG00000100347,REPLACE_NULL
5904,DCTD,chr4q35.1,ENSG00000129187,607638
5905,ETF1,chr5q31.1,ENSG00000120705,600285
5906,SNW1,chr14q24.3,ENSG00000100603,603055
5907,GLB1,chr3p21.33,ENSG00000170266,230500
5908,NME1,chr17q21.3,ENSG00000011052,156490
5909,PODXL,chr7q32-q33,ENSG00000128567,602632
5910,TXNDC13,chr20p12,ENSG00000125827,REPLACE_NULL
5911,SEC23B,chr20p11.23,ENSG00000101310,REPLACE_NULL
5912,DDX39,chr19p13.12,ENSG00000123136,REPLACE_NULL
5913,SFPQ,chr1p34.3,ENSG00000116560,605199
5914,TXNL1,chr18q21.31,ENSG00000091164,603049
5915,NISCH,chr3p21.1,ENSG00000010322,REPLACE_NULL
5916,EIF3S3,chr8q24.11,ENSG00000147677,603912
5917,LEREPO4,chr2q32.1,ENSG00000065548,REPLACE_NULL
5918,KRT18,chr12q13,ENSG00000111057,148070
5919,COX7A2,chr6q12,ENSG00000112695,123996
5920,INPPL1,chr11q23,ENSG00000165458,600829
5921,OAT,chr10q26,ENSG00000065154,258870
5922,PHB2,chr12p13,REPLACE_NULL,REPLACE_NULL
5923,IFITM1,chr11p15.5,ENSG00000185885,604456
5924,PPP1R12A,chr12q15-q21,ENSG00000058272,602021
5925,CNN2,chr21q11.1,REPLACE_NULL,602373
5926,PWP1,chr12q23.3,ENSG00000136045,REPLACE_NULL
5927,ALDH9A1,chr1q23.1,ENSG00000143149,602733
5928,AP1G2,chr14q11.2,ENSG00000092051,603534
5929,RUVBL1,chr3q21,ENSG00000175792,603449
5930,CALD1,chr7q33,ENSG00000122786,114213
5931,GPAA1,chr8q24.3,ENSG00000197858,603048
5932,PRDX3,chr10q25-q26,ENSG00000165672,604769
5933,MBTPS1,chr16,ENSG00000140943,603355
5934,NBL1,chr1p36.13-p36.11,ENSG00000158747,600613
5935,SND1,chr7q31.3,ENSG00000197157,602181
5936,DARS,chr2q21.3,ENSG00000115866,603084
5937,INSIG1,chr7q36,ENSG00000186480,602055
5938,RRAGA,chr9p22.1,ENSG00000155876,REPLACE_NULL
5939,IER3,chr6p21.3,ENSG00000137331,602996
5940,EIF2B1,chr12q24.31,ENSG00000111361,603896
5941,CYB5B,chr16q22.1,ENSG00000103018,REPLACE_NULL
5942,CPSF1,chr8q24.23,ENSG00000071894,606027
5943,CLPTM1,chr19q13.2-q13.3,ENSG00000104853,604783
5944,IFNGR2,chr21q22.11,ENSG00000159128,147569
5945,JMJD1B,chr5q31,ENSG00000120733,609373
5946,TSTA3,chr8q24.3,ENSG00000104522,137020
5947,TNC,chr9q33,ENSG00000041982,187380
5948,SCARB2,chr4q21.1,ENSG00000138760,602257
5949,UBE2L6,chr11q12,ENSG00000156587,603890
5950,KRT19,chr17q21.2,ENSG00000171345,148020
5951,COPS5,chr8q13.2,ENSG00000121022,604850
5952,CNIH,chr14q22.2,ENSG00000100528,REPLACE_NULL
5953,HSPG2,chr1p36.1-p34,ENSG00000142798,142461
5954,ITGA6,chr2q31.1,REPLACE_NULL,147556
5955,ARL1,chr12q23.2,ENSG00000120805,603425
5956,ACSL3,chr2q34-q35,REPLACE_NULL,602371
5957,SMC4,chr3q26.1,ENSG00000113810,605575
5958,RPS17,chr15q,ENSG00000184779,180472
5959,TIMP1,chrXp11.3-p11.23,ENSG00000102265,305370
5960,GJA1,chr6q21-q23.2,ENSG00000152661,121014
5961,MARCKS,chr6q22.2,ENSG00000155130,177061
5962,USP14,chr18p11.32,ENSG00000101557,607274
5963,GYS1,chr19q13.3,ENSG00000104812,138570
5964,AKAP1,chr17q21-q23,ENSG00000121057,602449
5965,PSMA1,chr11p15.1,ENSG00000129084,602854
5966,C3orf37,chr3q21.3,REPLACE_NULL,REPLACE_NULL
5967,ARS2,chr7q21,ENSG00000087087,REPLACE_NULL
5968,DLG5,chr10q23,ENSG00000151208,266600
5969,PMPCB,chr7q22.1,ENSG00000105819,603131
5970,C14orf92,chr14q11.2,ENSG00000092203,REPLACE_NULL
5971,API5,chr11p12-q12,ENSG00000166181,609774
5972,TPD52,chr8q21,ENSG00000076554,604068
5973,OPRS1,chr9p13.3,ENSG00000147955,601978
5974,EGR1,chr5q31.1,REPLACE_NULL,128990
5975,NP,chr14q13.1,ENSG00000198805,164050
5976,SFRS4,chr1p35.3,ENSG00000116350,601940
5977,DNMT1,chr19p13.2,ENSG00000130816,126375
5978,PSMC6,chr14q22.1,ENSG00000100519,602708
5979,PGRMC2,chr4q26,ENSG00000164040,607735
5980,PPP1R10,chr6p21.3,ENSG00000206489,603771
5981,ENTPD6,chr20p11.2-p11.22,ENSG00000197586,603160
5982,PSMD7,chr16q23-q24,ENSG00000103035,157970
5983,PEX19,chr1q22,ENSG00000162735,214100
5984,NIPSNAP1,chr22q12.2,ENSG00000184117,603249
5985,MYBL2,chr20q13.1,ENSG00000101057,601415
5986,RANBP2,chr2q12.3,ENSG00000153201,601181
5987,TUBG1,chr17q21,ENSG00000131462,191135
5988,ACIN1,chr14q11.2,ENSG00000100813,604562
5989,MRPL49,chr11q13,ENSG00000149792,606866
5990,EPB41L2,chr6q23,ENSG00000079819,603237
5991,LAPTM5,chr1p34,ENSG00000162511,601476
5992,C10orf7,chr10p13,ENSG00000151465,REPLACE_NULL
5993,ELAVL1,chr19p13.2,ENSG00000066044,603466
5994,KIAA0100,chr17q11.2,ENSG00000007202,REPLACE_NULL
5995,CLCN3,chr4q33,ENSG00000109572,600580
5996,MARCH6,chr5p15.2,ENSG00000145495,REPLACE_NULL
5997,EIF1B,chr3p22.1,ENSG00000114784,REPLACE_NULL
5998,SGK,chr6q23,ENSG00000118515,602958
5999,NDUFS3,chr11p11.11,ENSG00000110536,256000
6000,SFRS1,chr17q21.3-q22,ENSG00000136450,600812
6001,CD14,chr5q22-q32,ENSG00000170458,158120
6002,LUM,chr12q21.3-q22,ENSG00000139329,600616
6003,PTK9,chr12q12,ENSG00000151239,REPLACE_NULL
6004,TP53,chr17p13.1,REPLACE_NULL,114480
6005,SAFB,chr19p13.3-p13.2,ENSG00000160633,602895
6006,ECE1,chr1p36.1,REPLACE_NULL,145500
6007,JOSD1,chr22q13.1,ENSG00000100221,REPLACE_NULL
6008,COX6C,chr8q22-q23,ENSG00000164919,124090
6009,MCM5,chr22q13.1,ENSG00000100297,602696
6010,RPA2,chr1p35,ENSG00000117748,179836
6011,NDUFS5,chr1p34.2-p33,ENSG00000168653,603847
6012,TSG101,chr11p15,ENSG00000074319,601387
6013,TBCD,chr17q25.3,ENSG00000141556,604649
6014,WSB2,chr12q24.23,ENSG00000176871,REPLACE_NULL
6015,MTHFD2,chr2p13.1,ENSG00000065911,604887
6016,PSME2,chr14q11.2,ENSG00000100911,602161
6017,DAXX,chr6p21.3,ENSG00000206279,603186
6018,TMEM106C,chr12q13.1,ENSG00000134291,REPLACE_NULL
6019,ELAC2,chr17p11.2,REPLACE_NULL,176807
6020,CLINT1,chr5q23.1-q33.3,ENSG00000113282,181510
6021,SNRPA,chr19q13.1,ENSG00000077312,182285
6022,SCAMP3,chr1q21,ENSG00000116521,606913
6023,AZIN1,chr8q22.3,ENSG00000155096,607909
6024,ADNP,chr20q13.13,ENSG00000101126,REPLACE_NULL
6025,RNF13,chr3q25.1,ENSG00000082996,609247
6026,AIP,chr11q13.3,ENSG00000110711,605555
6027,RELA,chr11q13,ENSG00000173039,164014
6028,RNASE1,chr14q11.2,ENSG00000129538,180440
6029,ADAR,chr1q21.1-q21.2,ENSG00000160710,127400
6030,FBLN1,chr22q13.31,ENSG00000077942,135820
6031,DHRS7,chr14q23.1,REPLACE_NULL,REPLACE_NULL
6032,DHCR7,chr11q13.2-q13.5,ENSG00000172893,270400
6033,AEBP1,chr7p13,ENSG00000106624,602981
6034,SMG7,chr1q25,ENSG00000116698,REPLACE_NULL
6035,LBR,chr1q42.1,ENSG00000143815,169400
6036,VARS,chr6p21.3,ENSG00000096171,192150
6037,FER1L3,chr10q24,ENSG00000138119,604603
6038,SLC29A1,chr6p21.1-p21.2,ENSG00000112759,602193
6039,CKAP1,chr19q13.11-q13.12,ENSG00000105254,601303
6040,PRKAG1,chr12q12-q14,ENSG00000181929,602742
6041,ATXN2L,chr16p11,ENSG00000168488,607931
6042,VPS26A,chr10q21.1,ENSG00000122958,605506
6043,ENG,chr9q33-q34.1,ENSG00000106991,131195
6044,SH3BP5,chr3p24.3,ENSG00000131370,605612
6045,TOMM7,chr7p15.3,ENSG00000196683,607980
6046,TBC1D5,chr3p24.3,ENSG00000131374,REPLACE_NULL
6047,GBAS,chr7p12,ENSG00000146729,603004
6048,AYTL2,chr5p15.33,ENSG00000153395,REPLACE_NULL
6049,KRT5,chr12q12-q13,ENSG00000186081,131800
6050,TIMM17A,chr1q32.1,ENSG00000134375,605057
6051,RNF14,chr5q23.3-q31.1,ENSG00000013561,605675
6052,SCCPDH,chr1q44,ENSG00000143653,REPLACE_NULL
6053,SMARCD2,chr17q23-q24,ENSG00000108604,601736
6054,CXX1,chrXq26,ENSG00000134590,300213
6055,NET1,chr10p15,ENSG00000173848,606450
6056,HDAC2,chr6q21,ENSG00000196591,605164
6057,PRKAB1,chr12q24.1,ENSG00000111725,602740
6058,SUPT7L,chr2pter-p25.1,REPLACE_NULL,REPLACE_NULL
6059,TACSTD1,chr2p21,ENSG00000119888,185535
6060,NEDD8,chr14q12,ENSG00000129559,603171
6061,HSPB1,chr7q11.23,ENSG00000106211,602195
6062,EFEMP1,chr2p16,ENSG00000115380,126600
6063,RYBP,chr3p13,ENSG00000163602,607535
6064,BNIP3,chr10q26.3,ENSG00000176171,603293
6065,CAPG,chr2p11.2,ENSG00000042493,153615
6066,SH3GL1,chr19p13.3,ENSG00000141985,601626
6067,COL3A1,chr2q31,ENSG00000168542,120180
6068,CDC25B,chr20p13,ENSG00000101224,116949
6069,ASCIZ,chr16q23.2,ENSG00000166454,REPLACE_NULL
6070,ZFR,chr5p13.3,ENSG00000056097,REPLACE_NULL
6071,PLAT,chr8p12,ENSG00000104368,173370
6072,LRRFIP1,chr2q37.3,ENSG00000124831,603256
6073,FAM32A,chr19pter-p13.3,ENSG00000105058,REPLACE_NULL
6074,GDI1,chrXq28,ENSG00000203879,300104
6075,NR3C1,chr5q31.3,ENSG00000113580,138040
6076,TOMM34,REPLACE_NULL,ENSG00000025772,REPLACE_NULL
6077,LOC51035,chr11q12.3,ENSG00000162191,REPLACE_NULL
6078,ABCE1,chr4q31,ENSG00000164163,601213
6079,MPZL1,chr1q24.2,ENSG00000197965,604376
6080,PON2,chr7q21.3,ENSG00000105854,602447
6081,B4GALT1,chr9p13,ENSG00000086062,137060
6082,CEACAM5,chr19q13.1-q13.2,REPLACE_NULL,114890
6083,WDR23,chr14q12,ENSG00000100897,REPLACE_NULL
6084,IL13RA1,chrXq24,ENSG00000131724,300119
6085,FAM3C,chr7q31,ENSG00000196937,608618
6086,RRM2,chr2p25-p24,ENSG00000171848,180390
6087,B2M,chr15q21-q22.2,ENSG00000166710,109700
6088,IMPDH2,chr3p21.2,ENSG00000178035,146691
6089,DCN,chr12q21.33,ENSG00000011465,125255
6090,ARAF,chrXp11.4-p11.2,ENSG00000078061,311010
6091,PSRC1,chr1p13.3,ENSG00000134222,REPLACE_NULL
6092,CKS1B,chr1q21.2,ENSG00000173207,116900
6093,UBE2A,chrXq24-q25,ENSG00000077721,312180
6094,AKR1A1,chr1p33-p32,ENSG00000117448,103830
6095,UQCRC1,chr3p21.3,ENSG00000010256,191328
6096,CTDSPL,chr3p21.3,ENSG00000144677,608592
6097,DVL3,chr3q27,ENSG00000161202,601368
6098,GSPT1,chr16p13.1,ENSG00000103342,139259
6099,COASY,chr17q12-q21,ENSG00000068120,REPLACE_NULL
6100,SEC63,chr6q21,ENSG00000025796,174050
6101,SLC25A36,chr3q23,ENSG00000114120,REPLACE_NULL
6102,SLC20A1,chr2q11-q14,ENSG00000144136,137570
6103,GNG10,chr9q31.3,ENSG00000059769,604389
6104,TINP1,chr5q13.3,ENSG00000164346,REPLACE_NULL
6105,PRDX4,chrXp22.11,ENSG00000123131,606506
6106,PKP4,chr2q23-q31,ENSG00000144283,604276
6107,MCM6,chr2q21,ENSG00000076003,223100
6108,ETFA,chr15q23-q25,ENSG00000140374,231680
6109,PCOLN3,chr16q24.3,ENSG00000131165,164010
6110,TMEM113,chr3p21.1,REPLACE_NULL,REPLACE_NULL
6111,DNPEP,chr2q35,ENSG00000123992,REPLACE_NULL
6112,CDK2AP1,chr12q24.31,ENSG00000111328,602198
6113,PLK2,chr5q12.1-q13.2,ENSG00000145632,607023
6114,CPD,chr17p11.1-q11.2,ENSG00000108582,603102
6115,HEXB,chr5q13,ENSG00000049860,268800
6116,FURIN,chr15q26.1,ENSG00000140564,136950
6117,CCT2,chr12q15,ENSG00000166226,605139
6118,GNL2,chr1p34.3,ENSG00000134697,609365
6119,CAPZB,chr1p36.1,ENSG00000077549,601572
6120,CIB1,chr15q25.3-q26,ENSG00000185043,602293
6121,ARPC1B,chr7q22.1,ENSG00000130429,604223
6122,GNPAT,chr1q42.11-42.3,ENSG00000116906,222765
6123,RNF41,chr12q13.2,ENSG00000181852,REPLACE_NULL
6124,ACSL1,chr4q34-q35,ENSG00000151726,152425
6125,SETX,chr9q34.13,ENSG00000107290,602433
6126,NDUFS2,chr1q23,ENSG00000158864,252010
6127,PGM1,chr1p31,ENSG00000079739,171900
6128,NASP,chr1p34.1,ENSG00000132780,603185
6129,ATP6V1A,chr3q13.2-q13.31,ENSG00000114573,607027
6130,C7orf28A,chr7p22.1,ENSG00000122674,REPLACE_NULL
6131,KIAA0141,chr5q31.3,ENSG00000081791,REPLACE_NULL
6132,PPP5C,chr19q13.3,ENSG00000011485,600658
6133,KIAA0196,chr8p22,ENSG00000164961,REPLACE_NULL
6134,THRAP1,chr17q22-q23,REPLACE_NULL,603808
6135,CREBL2,chr12p13,ENSG00000111269,603476
6136,KIF5B,chr10pter-q22.1,ENSG00000170759,602809
6137,MORF4L2,chrXq22,ENSG00000123562,300409
6138,ST6GAL1,chr3q27-q28,ENSG00000073849,109675
6139,DYNLT1,chr6q25.2-q25.3,ENSG00000146425,601554
6140,NDUFA6,chr22q13.2-q13.31,ENSG00000184983,602138
6141,ACAA2,chr18q21.1,ENSG00000167315,604770
6142,SDHC,chr1q21,ENSG00000143252,602413
6143,ST14,chr11q24-q25,ENSG00000149418,606797
6144,PTPN12,chr7q11.23,ENSG00000127947,600079
6145,PTK9L,chr3p21.1,ENSG00000173366,607433
6146,ZNF410,chr14q24.3,ENSG00000119725,REPLACE_NULL
6147,TJP1,chr15q13,ENSG00000104067,601009
6148,EXT2,chr11p12-p11,ENSG00000151348,133701
6149,PPP1R15A,chr19q13.2,ENSG00000087074,REPLACE_NULL
6150,METAP2,chr12q22,REPLACE_NULL,601870
6151,MEST,chr7q32,ENSG00000106484,601029
6152,EPHX1,chr1q42.1,ENSG00000143819,132810
6153,LTF,chr3q21-q23,ENSG00000012223,150210
6154,LANCL1,chr2q33-q35,ENSG00000115365,604155
6155,EIF1,chr17q21.2,ENSG00000173812,REPLACE_NULL
6156,ALDOC,chr17cen-q12,ENSG00000109107,103870
6157,EFNA1,chr1q21-q22,ENSG00000169242,191164
6158,ASNA1,chr19q13.3,ENSG00000198356,601913
6159,ACAA1,chr3p23-p22,ENSG00000060971,261515
6160,SDHD,chr11q23,ENSG00000204370,114900
6161,C22orf5,chr22q12,ENSG00000198792,REPLACE_NULL
6162,RPL38,chr17q23-q25,REPLACE_NULL,604182
6163,BCKDK,chr16p11.2,ENSG00000103507,REPLACE_NULL
6164,MAN2A2,chr15q26.1,ENSG00000196547,600988
6165,RB1CC1,chr8p22-q21.13,ENSG00000023287,114480
6166,SFRP1,chr8p12-p11.1,ENSG00000104332,604156
6167,UBE4A,chr11q23.3,ENSG00000110344,603753
6168,JARID1A,chr12p11,ENSG00000073614,180202
6169,FIBP,chr11q13.1,ENSG00000172500,608296
6170,HARS,chr5q31.3,ENSG00000170445,142810
6171,SMS,chrXp22.1,ENSG00000102172,300105
6172,CBX6,chr22q13.1,REPLACE_NULL,REPLACE_NULL
6173,ZMYM4,chr1p32-p34,ENSG00000146463,REPLACE_NULL
6174,RAI14,chr5p13.3-p13.2,ENSG00000039560,606586
6175,ALDH3A2,chr17p11.2,ENSG00000072210,270200
6176,KPNA1,chr3q21,REPLACE_NULL,600686
6177,CTR9,chr11p15.3,ENSG00000198730,609366
6178,SEL1L,chr14q24.3-q31,ENSG00000071537,602329
6179,PPFIA1,chr11q13.3,ENSG00000131626,REPLACE_NULL
6180,LDLR,chr19p13.3,ENSG00000130164,143890
6181,SDC4,chr20q12,ENSG00000124145,600017
6182,HNRPL,chr19q13.2,ENSG00000104824,603083
6183,OPTN,chr10p13,ENSG00000123240,137760
6184,ITGAV,chr2q31-q32,ENSG00000100979,193210
6185,BIRC2,chr11q22,ENSG00000110330,601712
6186,NDUFAB1,chr16p12.1,ENSG00000004779,603836
6187,COPS3,chr17p11.2,ENSG00000141030,604665
6188,IER2,chr19p13.13,ENSG00000160888,REPLACE_NULL
6189,SEC14L1,chr17q25.1-17q25.2,ENSG00000129657,601504
6190,MX1,chr21q22.3,ENSG00000157601,147150
6191,CTSL,chr9q21-q22,ENSG00000135047,116880
6192,UQCR,chr19p13.3,ENSG00000127540,609711
6193,ARL2BP,chr16q13,REPLACE_NULL,REPLACE_NULL
6194,PAF1,chr19q13.1,ENSG00000006712,REPLACE_NULL
6195,TSPO,chr22q13.31,ENSG00000100300,109610
6196,PRMT2,chr21q22.3,ENSG00000160310,601961
6197,DGCR2,chr22q11.21,ENSG00000070413,600594
6198,RALB,chr2cen-q13,ENSG00000144118,179551
6199,BRD4,chr19p13.1,ENSG00000141867,608749
6200,IGBP1,chrXq13.1-q13.3,ENSG00000089289,300139
6201,MCM2,chr3q21,ENSG00000073111,116945
6202,PEPD,chr19q12-q13.2,ENSG00000124299,170100
6203,ARFIP2,chr11p15,ENSG00000132254,601638
6204,COX7B,chrXq21.1,ENSG00000131174,603792
6205,SLC4A2,chr7q35-q36,ENSG00000164889,109280
6206,VWF,chr12p13.3,ENSG00000110799,193400
6207,SNX2,chr5q23,ENSG00000205302,605929
6208,DPF2,chr11q13,ENSG00000133884,601671
6209,CPNE3,chr8q21.3,ENSG00000085719,604207
6210,AP2S1,chr19q13.2-q13.3,REPLACE_NULL,602242
6211,CHMP2A,chr19q,ENSG00000130724,REPLACE_NULL
6212,M6PRBP1,chr19p13.3,ENSG00000105355,602702
6213,ABL1,chr9q34.1,ENSG00000097007,189980
6214,TRAK2,chr2q33,ENSG00000115993,607334
6215,PRPF4B,chr6p25.2,ENSG00000112739,602338
6216,RIOK3,chr18q11.2,ENSG00000101782,603579
6217,ACTR1B,chr2q11.1-q11.2,ENSG00000115073,605144
6218,JTV1,chr7p22,ENSG00000106305,600859
6219,AKR7A2,chr1p35.1-p36.23,ENSG00000053371,603418
6220,CLK3,chr15q24,ENSG00000179335,602990
6221,COPS8,chr2q37.3,ENSG00000198612,REPLACE_NULL
6222,ADSL,chr22q13.1,ENSG00000100357,103050
6223,LY6E,chr8q24.3,ENSG00000160932,601384
6224,IFRD1,chr7q22-q31,ENSG00000006652,603502
6225,PYCR1,chr17q25.3,ENSG00000183010,179035
6226,UBADC1,chr9q34.3,ENSG00000130560,608129
6227,USF2,chr19q13,ENSG00000105698,600390
6228,NUP62,chr19q13.33,ENSG00000104951,605815
6229,TUBB3,chr16q24.3,REPLACE_NULL,602661
6230,NUP214,chr9q34.1,ENSG00000126883,114350
6231,FARSLA,chr19p13.2,ENSG00000179115,602918
6232,PKN1,chr19p13.1-p12,ENSG00000123143,601032
6233,CNOT8,chr5q31-q33,ENSG00000155508,603731
6234,PPP1R2,chr3q29,ENSG00000184203,601792
6235,MMS19L,chr10q24-q25,ENSG00000155229,REPLACE_NULL
6236,TAF9,chr5q11.2-q13.1,ENSG00000185057,600822
6237,AASDHPPT,chr11q22,ENSG00000149313,607756
6238,VEZF1,chr17q22,ENSG00000136451,606747
6239,PCM1,chr8p22-p21.3,ENSG00000078674,188550
6240,CHPF,chr2q35,ENSG00000123989,REPLACE_NULL
6241,ERCC3,chr2q21,ENSG00000163161,133510
6242,PRKCZ,chr1p36.33-p36.2,ENSG00000067606,176982
6243,BLMH,chr17q11.2,ENSG00000108578,104300
6244,MVP,chr16p13.1-p11.2,ENSG00000013364,605088
6245,KIAA0247,chr14q24.1,ENSG00000100647,REPLACE_NULL
6246,GCN5L2,chr17q21,ENSG00000108773,602301
6247,KIF22,chr16p11.2,ENSG00000079616,603213
6248,PLOD3,chr7q22,ENSG00000106397,603066
6249,PPP2R5A,chr1q32.2-q32.3,ENSG00000066027,601643
6250,NUP93,chr16q13,ENSG00000102900,REPLACE_NULL
6251,PTBP1,chr19p13.3,ENSG00000011304,600693
